1,0.31411,0.702968
2,0.305066,0.0519854
3,0.301285,0.060678
4,0.309973,0.0673024
5,0.326566,0.070339
6,0.343734,0.0652512
7,0.358537,0.0587146
8,0.369102,0.0623049
9,0.383712,0.0538951
10,0.387061,0.0560634
11,0.383032,0.0599122
12,0.379624,0.0559463
13,0.379151,0.0550024
14,0.374859,0.0500122
15,0.370256,0.0482439
16,0.357437,0.0564268
17,0.354649,0.0406171
18,0.351107,0.0361683
19,0.348727,0.0368268
20,0.349944,0.0336488
21,0.350656,0.0317756
22,0.348961,0.0330707
23,0.348454,0.0289585
24,0.341339,0.0444293
25,0.341644,0.0269537
26,0.342168,0.0251951
27,0.341666,0.0333463
28,0.344895,0.0377463
29,0.355007,0.0496659
30,0.367998,0.0599366
31,0.38179,0.0691659
32,0.39551,0.0765122
33,0.409341,0.107412
34,0.423407,0.0770829
35,0.436183,0.0720951
36,0.4414,0.0716171
37,0.44548,0.0810415
38,0.446178,0.0813878
39,0.441456,0.086
40,0.433978,0.0890512
41,0.420239,0.115627
42,0.426544,0.0916976
43,0.433056,0.0872732
44,0.438429,0.0891756
45,0.443778,0.0900268
46,0.446612,0.0835902
47,0.448839,0.0765732
48,0.449876,0.0741293
49,0.439559,0.0910854
50,0.438932,0.0645024
51,0.437659,0.0620561
52,0.435149,0.0560976
53,0.429912,0.0584171
54,0.424788,0.0486463
55,0.4202,0.0464341
56,0.415241,0.0471366
57,0.413051,0.0441488
58,0.403,0.065378
59,0.39798,0.0398366
60,0.395605,0.0387268
61,0.394224,0.0338805
62,0.39181,0.0338854
63,0.390041,0.0311707
64,0.387051,0.0255341
65,0.385037,0.0212805
66,0.377815,0.0446878
67,0.378137,0.0195415
68,0.37811,0.014061
69,0.377734,0.0126976
70,0.37761,0.0128098
71,0.377941,0.0108463
72,0.377902,0.0107659
73,0.378063,0.0112537
74,0.380105,0.0427244
75,0.380763,0.0167195
76,0.38032,0.0127537
77,0.379893,0.0114683
78,0.378951,0.0115488
79,0.379276,0.0113805
80,0.378673,0.0119073
81,0.378085,0.0136293
82,0.378066,0.0102951
83,0.3758,0.0396976
84,0.377085,0.0143293
85,0.377468,0.0100878
86,0.377234,0.0076122
87,0.376898,0.0073561
88,0.376095,0.00838537
89,0.375473,0.00738293
90,0.374905,0.00689512
91,0.371141,0.0366341
92,0.37158,0.00990732
93,0.371373,0.0111488
94,0.372498,0.0112756
95,0.375527,0.0123659
96,0.378851,0.0156976
97,0.380156,0.0184512
98,0.379666,0.016539
99,0.37298,0.0447707
100,0.370261,0.0187756
101,0.36549,0.0146098
102,0.363785,0.0114976
103,0.363732,0.0108268
104,0.364341,0.0123293
105,0.364585,0.0167195
106,0.365044,0.014978
107,0.365312,0.0133976
108,0.367127,0.0460049
109,0.367788,0.0173024
110,0.368066,0.0156268
111,0.368524,0.0171073
112,0.368668,0.00855854
113,0.368502,0.00857073
114,0.369332,0.0101488
115,0.3741,0.0175805
116,0.376639,0.0546122
117,0.382124,0.0310561
118,0.385693,0.0263488
119,0.389751,0.0241
120,0.39301,0.0264634
121,0.396417,0.0197756
122,0.39711,0.0186098
123,0.397715,0.0178902
124,0.396246,0.0488902
125,0.39642,0.0209683
126,0.394349,0.0177341
127,0.39122,0.0171927
128,0.389376,0.0181049
129,0.391368,0.0221829
130,0.396078,0.0294683
131,0.404366,0.0362341
132,0.411741,0.0411024
133,0.409324,0.0673439
134,0.414488,0.045661
135,0.419046,0.0439561
136,0.425015,0.0470659
137,0.431629,0.0535732
138,0.438634,0.0605488
